date,open,high,low,close,volume,dividend_amount
2005-03-17,68.377,69.0893,68.1222,68.5421,13757851.0,0.0
2005-03-18,68.4996,68.877,67.2306,68.6883,18884712.0,0.0
2005-03-21,68.877,68.9714,67.7448,68.1647,9616713.0,0.0
2005-03-22,67.7448,68.1222,64.9425,65.386,19440980.0,0.0
2005-03-23,65.0086,65.419,61.3383,62.079,25245250.0,0.0
2005-03-24,61.9893,63.4895,61.593,62.8102,34597826.0,0.0
2005-03-28,63.4046,63.9613,62.2016,62.8385,14196326.0,0.0
2005-03-29,62.9423,62.9423,60.1023,60.4702,19950709.0,0.0
2005-03-30,60.4702,62.6498,60.1966,62.3667,25979966.0,0.0
2005-03-31,62.7017,63.1593,61.6308,61.9846,13241636.0,0.0
2005-04-01,62.2724,63.5367,61.6119,63.2631,14230676.0,0.0
2005-04-04,63.6877,63.8764,62.579,62.8857,8662712.0,0.0
2005-04-05,62.9659,63.1215,60.5693,60.876,13383021.0,0.0
2005-04-06,61.0458,61.8855,60.9514,61.4893,11288049.0,0.0
2005-04-07,62.178,62.8196,61.6402,61.8195,7846366.0,0.0
2005-04-08,61.9138,62.2016,61.1637,61.6497,12203588.0,0.0
2005-04-11,61.6497,61.895,60.3853,60.5929,8710989.0,0.0
2005-04-12,60.8571,61.2345,60.0268,60.975,10914194.0,0.0
2005-04-13,61.3289,61.6685,60.6212,60.8948,6714573.0,0.0
2005-04-15,60.574,60.574,58.3804,58.6634,13095365.0,0.0
2005-04-18,58.687,59.0361,57.1774,58.4983,13093468.0,0.0
2005-04-19,59.2437,59.6447,57.885,58.1256,12434690.0,0.0
2005-04-20,58.4134,58.9889,57.2717,58.5879,18029289.0,0.0
2005-04-21,58.3096,59.5362,57.7435,59.2767,12734239.0,0.0
2005-04-22,59.5362,59.8664,58.2388,58.5596,15522169.0,0.0
2005-04-25,58.4039,59.2956,58.319,58.9087,10018400.0,0.0
2005-04-26,59.0644,59.6305,58.7436,58.8993,9510865.0,0.0
2005-04-27,58.8757,59.3946,58.2152,58.5219,7240380.0,0.0
2005-04-28,58.3945,58.5926,56.6867,57.0122,22324467.0,0.0
2005-04-29,57.083,57.2623,54.9318,55.1771,15942180.0,0.0
2005-05-02,55.8564,55.8895,54.4081,55.597,15735794.0,0.0
2005-05-03,55.6677,56.7622,55.1016,56.4461,24933312.0,0.0
2005-05-04,56.8047,57.4604,56.5169,57.3236,13535853.0,0.0
2005-05-05,57.6491,58.4653,57.6491,58.1492,10431025.0,0.0
2005-05-06,58.0265,58.871,57.3661,58.2294,11134136.0,0.0
2005-05-09,58.3615,58.8521,58.2152,58.6776,6673450.0,0.0
2005-05-10,58.6162,59.1257,58.0596,58.2058,11177124.0,0.0
2005-05-11,58.1209,58.3002,57.484,58.0407,7276701.0,0.0
2005-05-12,58.1681,58.7247,58.0831,58.4039,5608291.0,0.0
2005-05-13,58.4039,58.6304,57.9463,58.4558,7297687.0,0.0
2005-05-16,58.4558,59.8192,58.4558,59.6966,7252166.0,0.0
2005-05-17,59.9608,60.1872,58.8049,59.1729,10092495.0,0.0
2005-05-18,59.1116,61.0411,58.6964,60.5976,24255786.0,0.0
2005-05-19,60.8901,61.5176,60.0079,60.2202,10550482.0,0.0
2005-05-20,60.291,61.4232,59.5645,61.2487,30482177.0,0.0
2005-05-23,61.3289,61.9516,61.1449,61.3666,8986362.0,0.0
2005-05-24,61.8006,62.7347,61.2345,62.5318,11623177.0,0.0
2005-05-25,62.4658,64.1689,62.0837,63.8622,21883374.0,0.0
2005-05-26,63.2159,64.5698,63.0744,64.4094,18361205.0,0.0
2005-05-27,64.5463,64.6217,62.6592,63.0272,14591463.0,0.0
2005-05-30,63.2065,63.4895,62.2818,62.4941,10447898.0,0.0
2005-05-31,62.5554,63.4895,62.1875,63.2819,9235503.0,0.0
2005-06-01,63.2159,63.6782,62.0837,62.2629,7553007.0,0.0
2005-06-02,62.5554,63.1876,61.6213,61.8195,10751124.0,0.0
2005-06-03,61.9893,62.8857,61.895,62.4847,8083488.0,0.0
2005-06-06,63.2065,64.801,63.0319,64.3717,15341855.0,0.0
2005-06-07,64.3245,64.9614,63.9754,64.6831,9426606.0,0.0
2005-06-08,64.7114,65.5653,64.5415,65.018,10046444.0,0.0
2005-06-09,65.2916,65.4237,64.6359,65.0086,7112190.0,0.0
2005-06-10,65.2916,65.5936,64.032,64.1972,10191857.0,0.0
2005-06-13,64.6029,64.6029,63.5933,64.3198,5731309.0,0.0
2005-06-14,64.2538,65.2397,63.8292,64.7161,8703262.0,0.0
2005-06-15,64.7255,65.3483,64.5463,65.0086,7673926.0,0.0
2005-06-16,65.018,65.2916,63.8905,64.1358,8352618.0,0.0
2005-06-17,63.5933,63.6358,62.7819,62.9659,8033102.0,1.1794
2005-06-20,63.9707,63.9707,61.7676,61.9469,10774462.0,0.0
2005-06-21,62.0837,63.2584,62.0837,62.7913,8265201.0,0.0
2005-06-22,62.8904,63.7443,62.1214,62.3714,9358722.0,0.0
2005-06-23,62.4847,64.7161,61.9563,64.4708,20034745.0,0.0
2005-06-24,64.3481,64.9567,63.7301,64.0462,13011498.0,0.0
2005-06-27,63.9707,64.6217,63.0366,63.3102,8927327.0,0.0
2005-06-28,63.3102,63.9141,62.2724,62.4516,12354841.0,0.0
2005-06-29,62.612,63.6782,62.0931,63.4612,9695578.0,0.0
2005-06-30,63.6877,64.7255,63.6877,64.3057,9624567.0,0.0
2005-07-01,60.4797,66.8768,60.4797,66.6314,21261713.0,0.0
2005-07-04,67.1221,67.7684,66.8154,67.0466,8599333.0,0.0
2005-07-05,67.273,67.7354,66.1408,66.3861,11638577.0,0.0
2005-07-06,66.5182,68.3958,66.5182,67.9995,9606645.0,0.0
2005-07-07,68.4053,68.6883,66.5654,67.0183,14792794.0,0.0
2005-07-08,66.4239,68.1647,66.4239,67.7212,10021983.0,0.0
2005-07-11,68.1222,68.4996,67.2023,67.3863,7405994.0,0.0
2005-07-12,67.8297,68.594,66.7069,67.7118,9973113.0,0.0
2005-07-13,67.9335,69.3299,67.7023,68.5326,12369180.0,0.0
2005-07-14,68.1694,69.0563,66.8956,67.1457,7935351.0,0.0
2005-07-15,67.2353,68.0703,67.1787,67.7306,6556219.0,0.0
2005-07-18,68.2166,68.3817,67.4665,67.6316,3962593.0,0.0
2005-07-19,67.9335,68.6883,67.7259,68.0279,6047232.0,0.0
2005-07-20,68.226,69.2639,68.1788,68.3581,7351528.0,0.0
2005-07-21,68.4996,68.8723,66.7164,66.9286,6598328.0,0.0
2005-07-22,67.1221,68.2166,66.8956,68.0326,5729158.0,0.0
2005-07-25,68.7355,70.6131,68.4996,70.1083,12103389.0,0.0
2005-07-26,69.8205,71.1226,69.3724,70.6886,20216935.0,0.0
2005-07-27,70.7641,73.9626,70.3159,73.2125,11310380.0,0.0
2005-07-28,73.2125,73.2125,73.2125,73.2125,0.0,0.0
2005-07-29,73.4578,76.312,72.7455,75.5572,25979775.0,0.0
2005-08-01,75.576,75.576,74.0758,74.4391,8507528.0,0.0
2005-08-02,74.8212,76.1374,74.8212,75.826,12133627.0,0.0
2005-08-03,75.9534,77.5008,75.826,76.5667,15490701.0,0.0
2005-08-04,76.8026,77.0809,75.7647,76.1846,9120180.0,0.0
2005-08-05,76.2365,76.8969,75.6845,75.9534,7585969.0,0.0
2005-08-08,75.8591,76.6045,73.3163,73.4908,7991842.0,0.0
2005-08-09,73.5946,74.3494,72.2973,73.2597,12469888.0,0.0
2005-08-10,73.4908,76.9913,73.4059,76.2365,10432159.0,0.0
2005-08-11,76.7601,77.647,75.8591,77.114,13286616.0,0.0
2005-08-12,77.0762,77.5574,76.0572,76.6516,10150872.0,0.0
2005-08-16,76.5195,76.9913,75.6232,76.0667,5828413.0,0.0
2005-08-17,75.9534,77.1611,75.3873,76.996,7883673.0,0.0
2005-08-18,77.4159,78.1235,76.2365,76.5054,8805825.0,0.0
2005-08-19,76.7082,76.9866,75.7836,75.9723,6722925.0,0.0
2005-08-22,76.3308,76.5856,74.0664,74.5948,5685799.0,0.0
2005-08-23,75.0005,75.0005,73.2267,73.5097,7201462.0,0.0
2005-08-24,73.6512,74.0192,72.2124,73.0757,9638091.0,0.0
2005-08-25,73.5946,74.3494,72.5568,73.722,8044242.0,0.0
2005-08-26,73.9626,74.2551,73.17,73.6276,5172434.0,0.0
2005-08-29,73.7833,74.0664,72.0944,72.9106,4461417.0,0.0
2005-08-30,73.0946,74.708,73.0521,74.4296,6112000.0,0.0
2005-08-31,74.5381,75.3873,73.9249,75.1656,4305882.0,0.0
2005-09-01,75.3873,76.0006,75.1043,75.4534,5199418.0,0.0
2005-09-02,75.6515,76.3686,74.7269,76.0148,6623679.0,0.0
2005-09-05,76.2365,77.8405,76.1516,77.1187,4083958.0,0.0
2005-09-06,77.3687,79.7275,77.1045,79.1001,12967122.0,0.0
2005-09-08,79.1614,79.5247,78.5057,78.9868,4352103.0,0.0
2005-09-09,79.1614,80.9447,78.5387,80.6663,10140083.0,0.0
2005-09-12,80.7654,82.0769,80.3172,81.8787,5966503.0,0.0
2005-09-13,81.992,83.4922,81.4542,83.1855,10635461.0,0.0
2005-09-14,83.3129,85.8132,82.7468,84.7848,24448362.0,0.0
2005-09-15,84.9169,85.6623,84.4498,85.0961,11192916.0,0.0
2005-09-16,85.3037,85.5773,84.3508,84.9829,8919495.0,0.0
2005-09-19,85.0112,86.3982,84.9169,85.9831,8202055.0,0.0
2005-09-20,85.8651,86.9926,84.931,86.5256,10277949.0,0.0
2005-09-21,85.9076,87.2568,84.0677,86.7143,19311825.0,0.0
2005-09-22,86.6246,87.37,83.6195,84.129,18033411.0,0.0
2005-09-23,84.3885,85.6245,82.1429,83.9498,17839521.0,0.0
2005-09-26,84.4546,86.5209,84.4451,86.3227,7957439.0,0.0
2005-09-27,86.3322,88.1107,86.1623,87.5776,14730506.0,0.0
2005-09-28,87.7474,88.5023,87.4644,88.3277,10631582.0,0.0
2005-09-29,88.4551,89.0684,87.9597,88.7098,10989508.0,0.0
2005-09-30,89.0684,89.6345,86.5444,88.5589,12790390.0,0.0
2005-10-03,88.7051,89.9034,88.4551,89.1674,10110407.0,0.0
2005-10-04,89.3514,90.5167,89.1627,90.3327,8060574.0,0.0
2005-10-05,90.4365,90.762,88.9551,89.3656,9012848.0,0.0
2005-10-06,89.2571,89.5165,86.8039,87.2993,12067036.0,0.0
2005-10-07,87.4644,88.691,85.4641,86.4359,19921563.0,0.0
2005-10-10,86.6388,87.4644,84.9405,85.2613,16427035.0,0.0
2005-10-11,85.5962,88.691,84.1149,88.4409,23966126.0,0.0
2005-10-13,87.9456,89.3514,86.6152,87.1389,18342180.0,0.0
2005-10-14,87.0021,87.37,85.4075,85.9406,18173928.0,0.0
2005-10-17,86.1435,87.6248,84.9169,87.2096,23925989.0,0.0
2005-10-18,87.2757,87.9267,84.7612,85.9689,14347367.0,0.0
2005-10-19,85.549,85.8557,83.0534,83.8649,26359226.0,0.0
2005-10-20,84.9169,86.0963,80.3455,81.9401,33102808.0,0.0
2005-10-21,81.6146,83.9734,81.2371,83.6714,19928801.0,0.0
2005-10-24,83.9734,84.3508,80.7937,81.4966,17569479.0,0.0
2005-10-25,81.4919,84.3036,80.9541,83.4827,31493125.0,0.0
2005-10-26,83.8224,84.0205,82.7656,83.4591,14564288.0,0.0
2005-10-27,83.6903,83.9262,77.6754,78.3736,36145783.0,0.0
2005-10-28,78.1047,78.5575,75.977,76.4959,23779506.0,0.0
2005-10-31,76.8969,79.3501,76.6139,79.0906,14281995.0,0.0
2005-11-02,78.9727,78.9727,77.4348,78.3641,17960599.0,0.0
2005-11-04,78.3641,78.3641,78.3641,78.3641,0.0,0.0
2005-11-07,78.784,79.5199,77.8641,78.7604,13821167.0,0.0
2005-11-08,79.1614,82.4637,78.2651,78.633,18865317.0,0.0
2005-11-09,78.7557,80.2464,78.3311,79.8785,26226384.0,0.0
2005-11-10,80.1049,80.9541,79.5482,80.1049,20249462.0,0.0
2005-11-11,80.5767,82.3694,80.3455,82.1995,17826442.0,0.0
2005-11-14,83.0204,83.6714,81.7608,83.2044,15460527.0,0.0
2005-11-16,83.4403,84.8036,83.228,84.615,11183091.0,0.0
2005-11-17,84.6999,86.5114,83.6431,86.2001,18837252.0,0.0
2005-11-18,86.3322,86.9737,85.1292,85.8651,12068074.0,0.0
2005-11-21,86.2095,86.2095,83.6431,84.1479,13705293.0,0.0
2005-11-22,84.5583,85.1433,82.2326,82.5062,25341136.0,0.0
2005-11-23,82.9874,84.9122,82.5675,84.5961,21791770.0,0.0
2005-11-24,84.7282,85.7141,84.4074,84.9641,14392178.0,0.0
2005-11-25,85.1056,85.8415,84.4923,85.5821,12372636.0,0.0
2005-11-28,86.1435,88.9457,85.9264,88.0918,12691802.0,0.0
2005-11-29,88.4079,88.4079,85.8887,86.4265,17142726.0,0.0
2005-11-30,86.7096,87.6531,84.1951,84.5631,15464141.0,0.0
2005-12-01,84.6338,86.4265,84.0724,86.2048,15063779.0,0.0
2005-12-02,86.3605,87.8418,85.6811,85.9689,15324452.0,0.0
2005-12-05,86.3322,86.5963,83.7847,84.1904,12638978.0,0.0
2005-12-06,84.4451,84.6904,82.4779,83.0204,16985337.0,0.0
2005-12-07,84.0017,84.0441,83.1336,83.6903,10668434.0,0.0
2005-12-08,83.879,83.9592,82.6902,83.6007,10196298.0,0.0
2005-12-09,83.728,85.0207,83.6903,84.7423,6910954.0,0.0
2005-12-12,85.3839,86.2284,84.9263,85.7283,9639585.0,0.0
2005-12-13,85.6528,87.7427,85.3886,87.4455,14883942.0,0.0
2005-12-14,87.37,88.5966,86.9926,87.587,14470183.0,0.0
2005-12-15,87.8418,88.2003,84.2092,84.6433,12723152.0,0.0
2005-12-16,84.5772,87.2757,83.5535,87.0587,31917503.0,0.0
2005-12-19,87.37,89.3326,87.0681,88.8797,12661087.0,0.0
2005-12-20,89.4458,89.4458,87.2993,87.9786,14632310.0,0.0
2005-12-21,87.9833,88.2098,84.9169,85.5868,19171680.0,0.0
2005-12-22,85.7755,86.4642,85.2518,85.8934,14168886.0,0.0
2005-12-23,86.0491,86.5209,83.7847,84.1762,12097284.0,0.0
2005-12-26,84.9169,84.9169,81.6287,81.9731,13751895.0,0.0
2005-12-27,82.3222,84.3319,81.3456,84.1007,13373758.0,0.0
2005-12-28,84.0771,85.7047,83.6431,84.7848,16437453.0,0.0
2005-12-29,84.832,85.5773,83.7139,84.1762,11596267.0,0.0
2005-12-30,84.3508,86.0727,84.2564,85.6198,11232364.0,0.0
2006-01-02,85.8415,86.5492,85.115,85.3981,11565997.0,0.0
2006-01-03,85.6717,86.318,85.4971,86.0114,8754952.0,0.0
2006-01-04,86.2897,87.1106,86.2897,86.6294,9436187.0,0.0
2006-01-05,86.8039,89.1627,86.8039,88.8136,22636309.0,0.0
2006-01-06,88.7476,89.71,87.8984,88.7098,12712586.0,0.0
2006-01-09,88.79,89.2476,86.8605,87.4266,11391184.0,0.0
2006-01-10,87.0398,88.1956,85.4924,85.9029,16115330.0,0.0
2006-01-12,84.4451,88.2664,83.7705,88.0352,16756503.0,0.0
2006-01-13,88.2192,88.4504,86.9219,87.1625,11576395.0,0.0
2006-01-16,87.3512,87.7003,86.3935,86.6765,10898868.0,0.0
2006-01-17,86.8039,87.4455,85.3981,85.6009,8618675.0,0.0
2006-01-18,85.8604,85.8604,83.3601,84.2847,14081564.0,0.0
2006-01-19,84.5583,86.8039,84.5583,85.7047,9241799.0,0.0
2006-01-20,86.3038,86.7096,85.115,85.5019,8344341.0,0.0
2006-01-23,85.0961,86.2284,84.5678,85.0537,5849865.0,0.0
2006-01-24,85.851,86.4501,84.8225,85.0395,9166368.0,0.0
2006-01-25,85.5773,85.8604,83.0581,83.5252,17521955.0,0.0
2006-01-27,84.8225,86.6907,84.4451,86.1812,11101800.0,0.0
2006-01-30,85.9548,86.5209,83.1242,83.3601,14863137.0,0.0
2006-01-31,83.511,84.3319,82.8553,83.6714,12974615.0,0.0
2006-02-01,83.9734,84.4357,81.7231,82.0439,12090352.0,0.0
2006-02-02,82.5581,82.8128,81.1947,81.6098,15427247.0,0.0
2006-02-03,81.0484,82.5109,80.5861,80.8739,11046433.0,0.0
2006-02-06,81.0484,82.5015,80.7701,81.5815,10563455.0,0.0
2006-02-07,82.0627,83.1195,81.8033,82.6336,11566972.0,0.0
2006-02-08,83.2185,83.2563,81.9165,82.9355,8876285.0,0.0
2006-02-10,83.2185,83.9167,82.6524,82.9921,8023097.0,0.0
2006-02-13,83.2185,83.879,83.0629,83.3742,5563682.0,0.0
2006-02-14,83.511,83.8696,81.808,81.9589,7782636.0,0.0
2006-02-15,82.0769,82.6949,81.3315,81.8268,6482474.0,0.0
2006-02-16,82.0769,82.86,81.7608,81.9212,6094025.0,0.0
2006-02-17,82.1807,82.4637,80.6946,80.9258,5819415.0,0.0
2006-02-20,81.2371,81.8033,80.8597,81.5296,8190417.0,0.0
2006-02-21,81.8976,82.4449,81.6146,81.874,5099516.0,0.0
2006-02-22,82.0863,82.8411,81.6146,81.7797,6824618.0,0.0
2006-02-23,82.0863,82.2939,80.1568,80.4635,9584960.0,0.0
2006-02-24,80.671,83.0062,80.671,82.6949,11585170.0,0.0
2006-02-27,83.0298,84.3508,82.6524,84.0724,8471079.0,0.0
2006-02-28,84.4451,84.8603,82.2797,82.7656,16695190.0,0.0
2006-03-01,83.0298,83.8224,82.275,83.1902,10397385.0,0.0
2006-03-02,83.5959,85.2943,83.294,84.3744,14915748.0,0.0
2006-03-03,84.5395,85.7094,84.2564,84.4593,9898477.0,0.0
2006-03-06,84.6338,85.483,84.3508,84.53,5130485.0,0.0
2006-03-07,84.8225,85.7991,83.1761,85.2565,14696336.0,0.0
2006-03-08,85.8604,86.8039,83.4544,83.8082,16041012.0,0.0
2006-03-09,84.247,85.6198,82.6996,85.4736,13299939.0,0.0
2006-03-10,86.0774,87.6531,85.8321,86.8181,15872516.0,0.0
2006-03-13,87.2757,88.4032,87.1011,87.6389,14699325.0,0.0
2006-03-14,87.7569,92.1726,87.1813,90.0685,55004624.0,0.0
2006-03-16,90.578,91.7008,90.4035,90.7573,11112292.0,0.0
2006-03-17,91.3328,92.2197,90.578,90.7054,10546857.0,0.0
2006-03-20,91.1866,91.9461,91.0498,91.5687,5973572.0,0.0
2006-03-21,91.6159,93.168,91.0498,91.3941,12440392.0,0.0
2006-03-22,91.7102,92.0876,88.8231,89.5024,15296715.0,0.0
2006-03-23,89.8232,92.833,89.8232,91.965,22176531.0,0.0
2006-03-24,92.2763,93.5737,91.9933,92.6915,13080135.0,0.0
2006-03-27,92.9793,94.1681,92.6632,93.1444,8794474.0,0.0
2006-03-28,93.5973,93.7199,92.3801,92.7151,6869069.0,0.0
2006-03-29,92.8,93.2576,92.4886,92.7623,4709848.0,0.0
2006-03-30,93.1774,93.3803,90.6818,91.0969,8971651.0,0.0
2006-03-31,91.5215,92.4367,90.8233,91.3375,7487200.0,0.0
2006-04-03,91.38,93.4086,91.0592,92.7953,5016455.0,0.0
2006-04-04,93.1255,94.8946,93.1255,93.9935,10624153.0,0.0
2006-04-05,94.2577,95.4843,94.0737,94.9748,5667855.0,0.0
2006-04-07,95.1069,95.7674,91.7574,92.3282,9905843.0,0.0
2006-04-10,92.2763,92.9368,89.8704,90.9035,12741043.0,0.0
2006-04-12,91.2385,91.4979,87.5587,88.3466,9585511.0,0.0
2006-04-13,88.691,88.691,84.5489,86.6294,16065326.0,0.0
2006-04-17,86.8983,88.3985,85.8604,87.9692,13421961.0,0.0
2006-04-18,89.1627,93.4086,88.2286,88.8844,12858507.0,0.0
2006-04-19,89.4458,90.1062,88.0305,88.4645,6636027.0,0.0
2006-04-20,88.691,89.2571,87.488,88.3183,5573263.0,0.0
2006-04-21,88.5872,89.3231,86.0916,86.8417,7373509.0,0.0
2006-04-24,87.2757,87.2757,85.1528,86.318,9389575.0,0.0
2006-04-25,86.4265,88.0305,83.9828,85.0207,10996545.0,0.0
2006-04-26,84.3932,86.3322,83.9734,85.8132,8217900.0,0.0
2006-04-27,86.1435,87.2521,83.8413,84.4121,8992848.0,0.0
2006-04-28,83.5205,83.7752,80.7654,83.2516,8389109.0,0.0
2006-05-02,86.5209,88.691,86.2378,88.4079,7276320.0,0.0
2006-05-03,88.5023,91.6725,88.2334,90.6865,13105974.0,0.0
2006-05-04,90.8611,91.6017,89.6345,90.328,7161018.0,0.0
2006-05-05,90.6299,91.2951,89.6911,89.9081,5401237.0,0.0
2006-05-08,90.578,90.8611,89.6345,90.2761,3772285.0,0.0
2006-05-09,90.2949,92.4084,89.6015,91.998,7685373.0,0.0
2006-05-10,93.4322,95.0503,92.2763,94.47,10942301.0,0.0
2006-05-11,95.0361,95.2013,91.6253,92.0924,5194882.0,0.0
2006-05-12,92.182,92.3046,90.3751,90.5167,4886251.0,0.0
2006-05-15,90.578,90.9365,86.3416,87.2332,5863919.0,0.0
2006-05-16,87.2662,88.1248,84.3649,87.1341,5854295.0,0.0
2006-05-17,88.573,94.7295,88.0305,93.4416,6488378.0,0.0
2006-05-18,92.9462,92.9462,84.4687,85.6717,14991857.0,0.0
2006-05-19,87.2757,89.158,80.7654,81.8976,17163086.0,0.0
2006-05-22,81.6146,83.0251,75.4817,81.2371,7466787.0,0.0
2006-05-23,71.2358,83.4969,71.2358,82.1665,5681803.0,0.0
2006-05-24,83.2185,85.1811,79.9398,81.5155,7163222.0,0.0
2006-05-25,80.2936,82.7468,78.8312,82.0014,6614045.0,0.0
2006-05-26,82.1901,84.6338,81.6146,82.2231,5195878.0,0.0
2006-05-29,82.8411,83.7847,82.091,83.2421,4789411.0,0.0
2006-05-30,83.4072,83.4072,81.0484,81.1852,4415588.0,0.0
2006-05-31,80.388,80.4823,76.7082,78.4066,6867850.0,0.0
2006-06-01,79.1614,79.8219,76.7082,77.2649,7612963.0,0.0
2006-06-02,77.1611,80.1379,76.1893,79.1189,6466735.0,0.0
2006-06-05,79.7417,79.7417,76.4252,76.8498,6205289.0,0.0
2006-06-06,75.9676,81.7089,74.7835,79.3265,14118543.0,0.0
2006-06-07,77.2744,78.4066,74.2362,76.1469,9838309.0,0.0
2006-06-08,75.6373,75.9534,71.8302,72.4011,8025980.0,0.0
2006-06-09,69.8253,74.9014,67.0843,72.7879,12906010.0,0.0
2006-06-12,73.5852,74.3117,69.8205,70.3253,10155313.0,0.0
2006-06-13,69.6035,72.0567,67.4806,70.8537,14968964.0,0.0
2006-06-14,70.8584,73.4908,68.509,69.9196,13010311.0,0.0
2006-06-15,70.5754,73.5003,70.5754,72.9389,8559694.0,0.0
2006-06-16,74.0664,75.9204,71.3538,72.4341,9460331.0,0.0
2006-06-19,72.1793,72.4718,69.7309,71.0188,9688508.0,1.3209
2006-06-20,70.7499,71.8963,68.4053,69.4903,11010853.0,0.0
2006-06-21,69.1601,81.6146,68.594,69.797,12666588.0,0.0
2006-06-22,70.7641,73.5899,70.6697,72.9625,13405384.0,0.0
2006-06-23,72.6511,72.9342,70.882,71.9576,9092899.0,0.0
2006-06-26,71.2358,71.5189,68.3203,68.6978,7614500.0,0.0
2006-06-27,68.4053,69.9149,67.5183,68.9006,8946310.0,0.0
2006-06-28,68.3109,68.3958,66.9711,67.4381,10586432.0,0.0
2006-06-29,67.6504,68.594,66.5418,66.8956,11488426.0,0.0
2006-06-30,68.4053,69.6318,68.0939,68.6317,9072624.0,0.0
2006-07-03,69.2544,70.3065,68.8865,70.0376,7287046.0,0.0
2006-07-04,70.7593,71.7548,70.2263,71.2594,11270349.0,0.0
2006-07-05,71.7076,71.9718,70.5989,71.2122,6831009.0,0.0
2006-07-06,71.1415,71.5661,69.9621,70.5942,6765701.0,0.0
2006-07-07,71.1415,71.4151,67.6693,68.0137,7339244.0,0.0
2006-07-10,67.7448,69.0657,67.1787,68.844,8024072.0,0.0
2006-07-11,68.6883,69.5752,68.2166,68.7449,6802531.0,0.0
2006-07-12,68.0656,69.7734,67.5655,69.4809,6833818.0,0.0
2006-07-13,69.4809,70.1885,68.4619,69.028,6034079.0,0.0
